id,author,created,modified,search_attrs,phrase
e82bae79-8891-4244-9745-bcb07935845c,sudodoki,1522153919710,1522158461037,"[{""short"": ""whose bio contains 'captive'"", ""type"": ""text"", ""name"": ""profile.bio"", ""example"": ""1""}, {""short"": ""from page with 'exhibitor' type"", ""type"": ""PageType"", ""name"": ""fileDownload.type"", ""example"": ""Attendees who viewed sponsor page""}, {""short"": ""have not enjoyed the event"", ""type"": ""Sentiment"", ""name"": ""profile.enjoyment"", ""example"": ""Find all attendees with high enjoyment, Attendees who enjoyed AI Summit event""}]",Find people with 'captive' in bio that didn't enjoy event and downloaed a file from exhibitor page
e82bae79-8891-4244-9745-bcb07935845c,sudodoki,1522153919710,1522158461037,"[{""short"": ""whose bio contains 'captive'"", ""type"": ""text"", ""name"": ""profile.bio"", ""example"": ""1""}, {""short"": ""from page with 'exhibitor' type"", ""type"": ""PageType"", ""name"": ""fileDownload.type"", ""example"": ""Attendees who viewed sponsor page""}, {""short"": ""have not enjoyed the event"", ""type"": ""Sentiment"", ""name"": ""profile.enjoyment"", ""example"": ""Find all attendees with high enjoyment, Attendees who enjoyed AI Summit event""}]",Find all attendees that have 'captive' in bio and didn't enjoy the event and downloaded a file from exhibitor page
e82bae79-8891-4244-9745-bcb07935845c,sudodoki,1522153919710,1522158461037,"[{""short"": ""has Marjorie as first name"", ""type"": ""text"", ""name"": ""profile.firstName"", ""example"": ""Attendees with first name James""}, {""short"": ""<em>(post)</em> with negative sentiment"", ""type"": ""Sentiment"", ""name"": ""comment.postSentiment"", ""human"": ""wrote reply to {sentiment} post"", ""example"": ""Attendees who wrote comment for negative post with Boring""}, {""short"": ""from page with 'exhibitor' type"", ""type"": ""PageType"", ""name"": ""fileDownload.type"", ""example"": ""Attendees who viewed sponsor page""}]",Find attendees with name Marjorie who replied to negative post and downloaded a file from page with 'exhibitor' type
e82bae79-8891-4244-9745-bcb07935845c,sudodoki,1522153919710,1522158461037,"[{""short"": ""has Marjorie as first name"", ""type"": ""text"", ""name"": ""profile.firstName"", ""example"": ""Attendees with first name James""}, {""short"": ""<em>(post)</em> with negative sentiment"", ""type"": ""Sentiment"", ""name"": ""comment.postSentiment"", ""human"": ""wrote reply to {sentiment} post"", ""example"": ""Attendees who wrote comment for negative post with Boring""}, {""short"": ""from page with 'exhibitor' type"", ""type"": ""PageType"", ""name"": ""fileDownload.type"", ""example"": ""Attendees who viewed sponsor page""}]",Find all Marjories that replied to post negatively and downloaded exhibitor file
e82bae79-8891-4244-9745-bcb07935845c,sudodoki,1522153919710,1522158461037,"[{""short"": ""has Marjorie as first name"", ""type"": ""text"", ""name"": ""profile.firstName"", ""example"": ""Attendees with first name James""}, {""short"": ""<em>(post)</em> with negative sentiment"", ""type"": ""Sentiment"", ""name"": ""comment.postSentiment"", ""human"": ""wrote reply to {sentiment} post"", ""example"": ""Attendees who wrote comment for negative post with Boring""}, {""short"": ""from page with 'exhibitor' type"", ""type"": ""PageType"", ""name"": ""fileDownload.type"", ""example"": ""Attendees who viewed sponsor page""}]",Find all people with first name Marjorie who replied to post with negative sentiment and downloaded a file from page with 'exhibitor' type
e82bae79-8891-4244-9745-bcb07935845c,sudodoki,1522153919710,1522158461037,"[{""short"": ""has Marjorie as first name"", ""type"": ""text"", ""name"": ""profile.firstName"", ""example"": ""Attendees with first name James""}, {""short"": ""<em>(post)</em> with negative sentiment"", ""type"": ""Sentiment"", ""name"": ""comment.postSentiment"", ""human"": ""wrote reply to {sentiment} post"", ""example"": ""Attendees who wrote comment for negative post with Boring""}, {""short"": ""from page with 'exhibitor' type"", ""type"": ""PageType"", ""name"": ""fileDownload.type"", ""example"": ""Attendees who viewed sponsor page""}]",Find all people named Marjorie that replied to post with negative sentiment and downloaded a file from page with 'exhibitor' type
e82bae79-8891-4244-9745-bcb07935845c,sudodoki,1522153919710,1522158461037,"[{""short"": ""answered 'Yes'"", ""type"": ""text"", ""name"": ""poll.answerText"", ""example"": ""Attendees who answered Yes for poll 'Are you happy?'""}, {""short"": ""with positive sentiment"", ""type"": ""Sentiment"", ""name"": ""post.sentiment"", ""human"": ""wrote {sentiment} post"", ""example"": ""Attendees who wrote positive post with Tesla""}, {""short"": ""by 'Ablitech, Inc.'"", ""type"": ""Sponsor"", ""name"": ""ad.sponsor"", ""example"": ""Attendees who clicked Apply ad with 'Wanna new iPhone?'""}]",Find everyone who answered 'Yes' in a poll and wrote positive poll and clicked ablitech ad
e82bae79-8891-4244-9745-bcb07935845c,sudodoki,1522153919710,1522158461037,"[{""short"": ""answered 'Yes'"", ""type"": ""text"", ""name"": ""poll.answerText"", ""example"": ""Attendees who answered Yes for poll 'Are you happy?'""}, {""short"": ""with positive sentiment"", ""type"": ""Sentiment"", ""name"": ""post.sentiment"", ""human"": ""wrote {sentiment} post"", ""example"": ""Attendees who wrote positive post with Tesla""}, {""short"": ""by 'Ablitech, Inc.'"", ""type"": ""Sponsor"", ""name"": ""ad.sponsor"", ""example"": ""Attendees who clicked Apply ad with 'Wanna new iPhone?'""}]",Find all attendees who participated in poll and answered yes and wrote a post with positive sentiment and clicked on ad from 'Ablitech Co'
e82bae79-8891-4244-9745-bcb07935845c,sudodoki,1522153919710,1522158461037,"[{""short"": ""answered 'Yes'"", ""type"": ""text"", ""name"": ""poll.answerText"", ""example"": ""Attendees who answered Yes for poll 'Are you happy?'""}, {""short"": ""with positive sentiment"", ""type"": ""Sentiment"", ""name"": ""post.sentiment"", ""human"": ""wrote {sentiment} post"", ""example"": ""Attendees who wrote positive post with Tesla""}, {""short"": ""by 'Ablitech, Inc.'"", ""type"": ""Sponsor"", ""name"": ""ad.sponsor"", ""example"": ""Attendees who clicked Apply ad with 'Wanna new iPhone?'""}]","Find all attendees who participated in poll and answered yes and wrote a post with positive sentiment and clicked on ad from 'Ablitech, Inc.'"
e82bae79-8891-4244-9745-bcb07935845c,sudodoki,1522153919710,1522158461037,"[{""short"": ""0 times"", ""name"": ""poll.count""}, {""short"": ""answered 'Yes'"", ""type"": ""text"", ""name"": ""poll.answerText"", ""example"": ""Attendees who answered Yes for poll 'Are you happy?'""}, {""short"": ""whose bio contains 'captive'"", ""type"": ""text"", ""name"": ""profile.bio"", ""example"": ""1""}]",Find all attendees who never participated in poll or never answered yes and whose bio has 'captive' in it
e82bae79-8891-4244-9745-bcb07935845c,sudodoki,1522153919710,1522158461037,"[{""short"": ""0 times"", ""name"": ""poll.count""}, {""short"": ""answered 'Yes'"", ""type"": ""text"", ""name"": ""poll.answerText"", ""example"": ""Attendees who answered Yes for poll 'Are you happy?'""}, {""short"": ""whose bio contains 'captive'"", ""type"": ""text"", ""name"": ""profile.bio"", ""example"": ""1""}]",Find attendees that participated in no poll or never answered yes and who has 'captive' in bio
e82bae79-8891-4244-9745-bcb07935845c,sudodoki,1522153919710,1522158461037,"[{""short"": ""with 'speaker' type"", ""type"": ""PageType"", ""name"": ""rating.type"", ""example"": ""Attendees who viewed sponsor page""}, {""short"": ""<em>(post)</em> with negative sentiment"", ""type"": ""Sentiment"", ""name"": ""comment.postSentiment"", ""human"": ""wrote reply to {sentiment} post"", ""example"": ""Attendees who wrote comment for negative post with Boring""}, {""short"": ""by Caleb Ramirez"", ""type"": ""Attendee"", ""name"": ""like.postAuthor"", ""human"": ""liked {mention}'s post"", ""example"": ""Attendees who liked posts by Elon Musk""}]",Search people who rated speaker page and replied to negative sentiment post and liked Caleb Ramirez' post
e82bae79-8891-4244-9745-bcb07935845c,sudodoki,1522153919710,1522158461037,"[{""short"": ""4 times"", ""type"": ""int"", ""name"": ""post.count"", ""human"": ""wrote {freq} posts"", ""example"": ""Attendees who more than 10 posts""}, {""short"": ""with positive sentiment"", ""type"": ""Sentiment"", ""name"": ""post.sentiment"", ""human"": ""wrote {sentiment} post"", ""example"": ""Attendees who wrote positive post with Tesla""}, {""short"": ""whose bio contains 'captive'"", ""type"": ""text"", ""name"": ""profile.bio"", ""example"": ""1""}]",Find eveyrone who wrote at least 4 posts or any positive post and has 'captive' in their bio
e82bae79-8891-4244-9745-bcb07935845c,sudodoki,1522153919710,1522158461037,"[{""short"": ""<em>(post)</em> contains 'captive'"", ""type"": ""text"", ""name"": ""comment.postText"", ""human"": ""wrote reply to the post '{post-text}'"", ""example"": ""Attendees who wrote comment with Tesla for the post with SpaceX""}, {""short"": ""has (447) 865-0513 as phone"", ""type"": ""text"", ""name"": ""profile.phone"", ""example"": ""1""}, {""short"": ""with name 'workshop.doc'"", ""type"": ""int"", ""name"": ""fileDownload.name"", ""example"": ""Attendees who viewed sponsor page with Tesla more than 5 times""}]",Find person who replied to post with 'captive' in it and has phone 4478650513 and downloaded 'workshop.doc' file
e82bae79-8891-4244-9745-bcb07935845c,sudodoki,1522153919710,1522158461037,"[{""short"": ""<em>(post)</em> contains 'captive'"", ""type"": ""text"", ""name"": ""comment.postText"", ""human"": ""wrote reply to the post '{post-text}'"", ""example"": ""Attendees who wrote comment with Tesla for the post with SpaceX""}, {""short"": ""has (447) 865-0513 as phone"", ""type"": ""text"", ""name"": ""profile.phone"", ""example"": ""1""}, {""short"": ""with name 'workshop.doc'"", ""type"": ""int"", ""name"": ""fileDownload.name"", ""example"": ""Attendees who viewed sponsor page with Tesla more than 5 times""}]",Find person who replied to post with 'captive' in it and has phone 4478650513 and downloaded workshop document
e82bae79-8891-4244-9745-bcb07935845c,sudodoki,1522153919710,1522158461037,"[{""short"": ""5 times"", ""type"": ""int"", ""name"": ""pageView.count"", ""example"": ""Attendees who viewed sponsor page with Tesla more than 5 times""}, {""short"": ""0 times"", ""name"": ""poll.count""}, {""short"": ""by Caleb Ramirez"", ""type"": ""Attendee"", ""name"": ""like.postAuthor"", ""human"": ""liked {mention}'s post"", ""example"": ""Attendees who liked posts by Elon Musk""}]",Find people who viewed page  5 times and never participated in polls and liked post by Caleb Ramirez
0bb4c343-8c07-42aa-bb34-fcd9a1989d41,Kateryna,1522159198852,1522160774102,"[{""short"": ""has White as last name"", ""type"": ""text"", ""name"": ""profile.lastName"", ""example"": ""Attendees with last name Bond""}, {""short"": ""by Shawna Potter"", ""type"": ""Attendee"", ""name"": ""like.postAuthor"", ""human"": ""liked {mention}'s post"", ""example"": ""Attendees who liked posts by Elon Musk""}, {""short"": ""from page with 'sponsor' type"", ""type"": ""PageType"", ""name"": ""fileDownload.type"", ""example"": ""Attendees who viewed sponsor page""}]",Find attendees who have White as a last name and liked posts by Shawna Potter and downloaded a file from page with 'sponsor' type
0bb4c343-8c07-42aa-bb34-fcd9a1989d41,Kateryna,1522159198852,1522160774102,"[{""short"": ""has White as last name"", ""type"": ""text"", ""name"": ""profile.lastName"", ""example"": ""Attendees with last name Bond""}, {""short"": ""by Shawna Potter"", ""type"": ""Attendee"", ""name"": ""like.postAuthor"", ""human"": ""liked {mention}'s post"", ""example"": ""Attendees who liked posts by Elon Musk""}, {""short"": ""from page with 'sponsor' type"", ""type"": ""PageType"", ""name"": ""fileDownload.type"", ""example"": ""Attendees who viewed sponsor page""}]",Search all people with last name White who liked at least one post by Shawna Potter and downloaded something from 'sponsor' type page
1c17a974-92f1-44a5-9e05-ce75db85d775,Alexey,1522147591079,1522160896054,"[{""short"": ""contains 'abomination'"", ""type"": ""text"", ""name"": ""rating.content"", ""example"": ""Attendees who viewed page with SpaceX""}, {""short"": ""has (895) 592-8974 as phone"", ""type"": ""text"", ""name"": ""profile.phone"", ""example"": ""1""}, {""short"": ""have not enjoyed the event"", ""type"": ""Sentiment"", ""name"": ""profile.enjoyment"", ""example"": ""Find all attendees with high enjoyment, Attendees who enjoyed AI Summit event""}]","Find attendees who rated page containing 'abomination', has phone (895) 592-8974 and not enjoyed the event."
1c17a974-92f1-44a5-9e05-ce75db85d775,Alexey,1522147591079,1522160896054,"[{""short"": ""contains 'abomination'"", ""type"": ""text"", ""name"": ""rating.content"", ""example"": ""Attendees who viewed page with SpaceX""}, {""short"": ""has (895) 592-8974 as phone"", ""type"": ""text"", ""name"": ""profile.phone"", ""example"": ""1""}, {""short"": ""have not enjoyed the event"", ""type"": ""Sentiment"", ""name"": ""profile.enjoyment"", ""example"": ""Find all attendees with high enjoyment, Attendees who enjoyed AI Summit event""}]","Find attendees who rated page with 'abomination' in text, has phone (895) 592-8974 and not enjoyed the event."
1c17a974-92f1-44a5-9e05-ce75db85d775,Alexey,1522147591079,1522160896054,"[{""short"": ""contains 'abomination'"", ""type"": ""text"", ""name"": ""rating.content"", ""example"": ""Attendees who viewed page with SpaceX""}, {""short"": ""has (895) 592-8974 as phone"", ""type"": ""text"", ""name"": ""profile.phone"", ""example"": ""1""}, {""short"": ""have not enjoyed the event"", ""type"": ""Sentiment"", ""name"": ""profile.enjoyment"", ""example"": ""Find all attendees with high enjoyment, Attendees who enjoyed AI Summit event""}]","Find attendees who rated page containing 'abomination', has phone (895) 592-8974 and wasn't impressed by the event."
1c17a974-92f1-44a5-9e05-ce75db85d775,Alexey,1522147591079,1522160896054,"[{""short"": ""contains 'abomination'"", ""type"": ""text"", ""name"": ""rating.content"", ""example"": ""Attendees who viewed page with SpaceX""}, {""short"": ""has (895) 592-8974 as phone"", ""type"": ""text"", ""name"": ""profile.phone"", ""example"": ""1""}, {""short"": ""have not enjoyed the event"", ""type"": ""Sentiment"", ""name"": ""profile.enjoyment"", ""example"": ""Find all attendees with high enjoyment, Attendees who enjoyed AI Summit event""}]","Find attendees who rated page with 'abomination' in text, has phone (895) 592-8974 and wasn't impressed by the event."
1c17a974-92f1-44a5-9e05-ce75db85d775,Alexey,1522147591079,1522160896054,"[{""short"": ""contains 'abomination'"", ""type"": ""text"", ""name"": ""rating.content"", ""example"": ""Attendees who viewed page with SpaceX""}, {""short"": ""6 times"", ""type"": ""int"", ""name"": ""ad.count"", ""example"": ""Attendees who clicked on ad more than 2 times""}, {""short"": ""by Dolores Cummings"", ""type"": ""Attendee"", ""name"": ""like.postAuthor"", ""human"": ""liked {mention}'s post"", ""example"": ""Attendees who liked posts by Elon Musk""}]","Find attendees who rated page containing 'abomination', clicked on any ad 6 times and liked post written by Dolores Cummings. "
1c17a974-92f1-44a5-9e05-ce75db85d775,Alexey,1522147591079,1522160896054,"[{""short"": ""contains 'abomination'"", ""type"": ""text"", ""name"": ""rating.content"", ""example"": ""Attendees who viewed page with SpaceX""}, {""short"": ""6 times"", ""type"": ""int"", ""name"": ""ad.count"", ""example"": ""Attendees who clicked on ad more than 2 times""}, {""short"": ""by Dolores Cummings"", ""type"": ""Attendee"", ""name"": ""like.postAuthor"", ""human"": ""liked {mention}'s post"", ""example"": ""Attendees who liked posts by Elon Musk""}]","Find attendees who rated page with word 'abomination' in text, clicked on any ad 6 times and liked Dolores Cummings' post. "
1c17a974-92f1-44a5-9e05-ce75db85d775,Alexey,1522147591079,1522160896054,"[{""short"": ""contains 'abomination'"", ""type"": ""text"", ""name"": ""rating.content"", ""example"": ""Attendees who viewed page with SpaceX""}, {""short"": ""6 times"", ""type"": ""int"", ""name"": ""ad.count"", ""example"": ""Attendees who clicked on ad more than 2 times""}, {""short"": ""by Dolores Cummings"", ""type"": ""Attendee"", ""name"": ""like.postAuthor"", ""human"": ""liked {mention}'s post"", ""example"": ""Attendees who liked posts by Elon Musk""}]","Search for people who rated page with word 'abomination' in text, clicked on any ad 6 times and liked Dolores Cummings' post."
1c17a974-92f1-44a5-9e05-ce75db85d775,Alexey,1522147591079,1522160896054,"[{""short"": ""by Hope Griffith"", ""type"": ""Attendee"", ""name"": ""comment.postAuthor"", ""human"": ""wrote reply to {mention}'s post"", ""example"": ""Attenddes who wrote comment for Elon Musk post""}, {""short"": ""contains 'coastal'"", ""type"": ""text"", ""name"": ""like.postText"", ""human"": ""liked post '{post-text}'"", ""example"": ""Attendees who liked post with Tesla""}, {""short"": ""9 times"", ""type"": ""int"", ""name"": ""notes.count"", ""example"": ""Attendees who viewed sponsor page with Tesla more than 5 times""}]","Find people who replied to Hoe Griffith's post, liked post containing word 'coastal' and left a note on page 9 times."
1c17a974-92f1-44a5-9e05-ce75db85d775,Alexey,1522147591079,1522160896054,"[{""short"": ""by Hope Griffith"", ""type"": ""Attendee"", ""name"": ""comment.postAuthor"", ""human"": ""wrote reply to {mention}'s post"", ""example"": ""Attenddes who wrote comment for Elon Musk post""}, {""short"": ""contains 'coastal'"", ""type"": ""text"", ""name"": ""like.postText"", ""human"": ""liked post '{post-text}'"", ""example"": ""Attendees who liked post with Tesla""}, {""short"": ""9 times"", ""type"": ""int"", ""name"": ""notes.count"", ""example"": ""Attendees who viewed sponsor page with Tesla more than 5 times""}]","Find attendees who replied to Hoe Griffith's post, liked post containing word 'coastal' and left a note on page 9 times."
1c17a974-92f1-44a5-9e05-ce75db85d775,Alexey,1522147591079,1522160896054,"[{""short"": ""by Hope Griffith"", ""type"": ""Attendee"", ""name"": ""comment.postAuthor"", ""human"": ""wrote reply to {mention}'s post"", ""example"": ""Attenddes who wrote comment for Elon Musk post""}, {""short"": ""contains 'coastal'"", ""type"": ""text"", ""name"": ""like.postText"", ""human"": ""liked post '{post-text}'"", ""example"": ""Attendees who liked post with Tesla""}, {""short"": ""9 times"", ""type"": ""int"", ""name"": ""notes.count"", ""example"": ""Attendees who viewed sponsor page with Tesla more than 5 times""}]","Find people who replied to post written by Hoe Griffith's, liked post with word 'coastal' and 9 times left a note on a page."
1c17a974-92f1-44a5-9e05-ce75db85d775,Alexey,1522147591079,1522160896054,"[{""short"": ""by Hope Griffith"", ""type"": ""Attendee"", ""name"": ""comment.postAuthor"", ""human"": ""wrote reply to {mention}'s post"", ""example"": ""Attenddes who wrote comment for Elon Musk post""}, {""short"": ""contains 'coastal'"", ""type"": ""text"", ""name"": ""like.postText"", ""human"": ""liked post '{post-text}'"", ""example"": ""Attendees who liked post with Tesla""}, {""short"": ""9 times"", ""type"": ""int"", ""name"": ""notes.count"", ""example"": ""Attendees who viewed sponsor page with Tesla more than 5 times""}]","Find attendees who liked post with word 'coastal', replied to post written by Hoe Griffith's and 9 times left a note on a page."
1c17a974-92f1-44a5-9e05-ce75db85d775,Alexey,1522147591079,1522160896054,"[{""short"": ""by Hope Griffith"", ""type"": ""Attendee"", ""name"": ""comment.postAuthor"", ""human"": ""wrote reply to {mention}'s post"", ""example"": ""Attenddes who wrote comment for Elon Musk post""}, {""short"": ""contains 'coastal'"", ""type"": ""text"", ""name"": ""like.postText"", ""human"": ""liked post '{post-text}'"", ""example"": ""Attendees who liked post with Tesla""}, {""short"": ""9 times"", ""type"": ""int"", ""name"": ""notes.count"", ""example"": ""Attendees who viewed sponsor page with Tesla more than 5 times""}]","Find attendees who liked post with word 'coastal', replied to post written by Hoe Griffith's and left 9 notes on a page."
1c17a974-92f1-44a5-9e05-ce75db85d775,Alexey,1522147591079,1522160896054,"[{""short"": ""with 'adsorbable'"", ""type"": ""text"", ""name"": ""pageView.content"", ""example"": ""Attendees who viewed page with SpaceX""}, {""short"": ""have not enjoyed the event"", ""type"": ""Sentiment"", ""name"": ""profile.enjoyment"", ""example"": ""Find all attendees with high enjoyment, Attendees who enjoyed AI Summit event""}, {""short"": ""5 times"", ""type"": ""int"", ""name"": ""fileDownload.count"", ""example"": ""Attendees who viewed sponsor page with Tesla more than 5 times""}]","Search for attendees who viewed a page with word 'adsorbable', downloaded 5 files and didn't enjoy the event."
47f882a6-7098-4f35-ba9a-543bf1658bef,seva,1522162230907,1522162478442,"[{""short"": ""has connected linkedin"", ""type"": ""bool"", ""name"": ""profile.social_network"", ""example"": ""Attendees with connected linkedin""}, {""short"": ""contains 'big'"", ""type"": ""text"", ""name"": ""ad.text"", ""example"": ""Attendees who clicked on ad with Tesla""}, {""short"": ""contains 'convulsion'"", ""type"": ""text"", ""name"": ""notes.content"", ""example"": ""Attendees who viewed page with SpaceX""}]",Find attendees with a linkedin account who clicked on an ad with the word 'big' and  commented with a word 'convulsion'
47f882a6-7098-4f35-ba9a-543bf1658bef,seva,1522162230907,1522162478442,"[{""short"": ""has connected linkedin"", ""type"": ""bool"", ""name"": ""profile.social_network"", ""example"": ""Attendees with connected linkedin""}, {""short"": ""contains 'big'"", ""type"": ""text"", ""name"": ""ad.text"", ""example"": ""Attendees who clicked on ad with Tesla""}, {""short"": ""contains 'convulsion'"", ""type"": ""text"", ""name"": ""notes.content"", ""example"": ""Attendees who viewed page with SpaceX""}]",Find attendees with a linkedin connection who clicked an ad containing 'big' and  left a note with 'convulsion'
47f882a6-7098-4f35-ba9a-543bf1658bef,seva,1522162230907,1522162478442,"[{""short"": ""has connected linkedin"", ""type"": ""bool"", ""name"": ""profile.social_network"", ""example"": ""Attendees with connected linkedin""}, {""short"": ""contains 'big'"", ""type"": ""text"", ""name"": ""ad.text"", ""example"": ""Attendees who clicked on ad with Tesla""}, {""short"": ""contains 'convulsion'"", ""type"": ""text"", ""name"": ""notes.content"", ""example"": ""Attendees who viewed page with SpaceX""}]","Find attendeeswho clicked an ad with a word 'big', are connected with linkedin and left commented about 'convulsion'"
